shape_id,shape_pt_lat,shape_pt_lon,shape_pt_sequence
1,37.18918475362942,-3.614712429579735,10126
1,37.18864886295042,-3.614742154291966,10127
1,37.18853600392272,-3.614745846867812,10128
1,37.18841052782214,-3.614751314613169,10129
1,37.18833927768471,-3.6147132220309,10130
1,37.18826670236555,-3.614677054434922,10131
1,37.18819171608048,-3.614575071320278,10132
1,37.18815803883984,-3.614505651381601,10133
1,37.18811576260835,-3.614361993159463,10134
1,37.18799656916458,-3.613968097573734,10135
1,37.18778364433376,-3.613209497390584,10136
1,37.18775713442695,-3.61302509878311,10137
1,37.18772927066284,-3.612898734583456,10138
1,37.18747291338954,-3.612043269735926,10139
1,37.18728728248616,-3.611384814386821,10140
1,37.18724670242515,-3.611193726544012,10141
1,37.18716772798658,-3.61092916108704,10142
1,37.18707205784671,-3.610658879921112,10143
1,37.18701191332068,-3.610462675910044,10144
1,37.18693681468756,-3.610222980193698,10145
1,37.18685320531819,-3.610017376258201,10146
1,37.18673667438693,-3.609776006340868,10147
1,37.18659740339243,-3.609463102132025,10148
1,37.18643924770081,-3.60916231146649,10149
1,37.1863457088707,-3.608959352219171,10150
1,37.1862742173567,-3.608819553967906,10151
1,37.18619171926354,-3.608708586954748,10152
1,37.18606512526577,-3.608639767895097,10153
1,37.18599298000073,-3.608630224879149,10154
1,37.18591537768783,-3.60864954134005,10155
1,37.18573230807866,-3.608704228972143,10156
1,37.18563667870734,-3.608740279536177,10157
1,37.18527868503188,-3.608816819439422,10158
1,37.18507832031704,-3.608863133379875,10159
1,37.18477471030039,-3.608876214331716,10160
1,37.18473155695865,-3.608872014167241,10161
1,37.18466648009043,-3.608857605906406,10162
1,37.18461272994159,-3.608836805320142,10163
1,37.18451981606734,-3.608778253185452,10164
1,37.1843628587163,-3.608674823409988,10165
1,37.1841911774046,-3.608554176328992,10166
1,37.18406629534829,-3.608458988746026,10167
1,37.18396199663467,-3.608383689592234,10168
1,37.18389645548405,-3.608337618068128,10169
1,37.18376984367893,-3.608251088086578,10170
1,37.18367510641001,-3.608221542683914,10171
1,37.18355625439327,-3.608216673038966,10172
1,37.18344150142658,-3.608246573518539,10173
1,37.18323139162938,-3.608312051591642,10174
1,37.1831108314237,-3.608355283995469,10175
1,37.18279701913664,-3.608459928965269,10176
