service_id,date,exception_type
4_1806_2606_4_8_8,20261102,1
4_1806_2606_4_8_8,20261207,1
4_1806_2606_4_8_8,20261208,1
4_1806_2606_4_8_8,20261225,1
7_214_369_9_32_8,20260101,1
7_214_369_9_32_8,20260106,1
7_214_369_9_32_8,20260228,1
7_214_369_9_32_8,20260501,1
7_214_369_9_32_8,20260815,1
7_214_369_9_32_8,20260402,1
7_214_369_9_32_8,20260403,1
7_214_369_9_32_8,20261012,1
7_214_369_9_32_8,20261102,1
7_214_369_9_32_8,20261207,1
7_214_369_9_32_8,20261208,1
7_214_369_9_32_8,20261225,1
7_214_369_9_35_8,20260101,1
7_214_369_9_35_8,20260106,1
7_214_369_9_35_8,20260228,1
7_214_369_9_35_8,20260501,1
7_214_369_9_35_8,20260815,1
7_214_369_9_35_8,20260402,1
7_214_369_9_35_8,20260403,1
7_214_369_9_35_8,20261012,1
7_214_369_9_35_8,20261102,1
7_214_369_9_35_8,20261207,1
7_214_369_9_35_8,20261208,1
7_214_369_9_35_8,20261225,1
7_274_471_5_278_8,20260101,1
7_274_471_5_278_8,20260106,1
7_274_471_5_278_8,20260228,1
7_274_471_5_278_8,20260501,1
7_274_471_5_278_8,20260815,1
7_274_471_5_278_8,20260402,1
7_274_471_5_278_8,20260403,1
7_274_471_5_278_8,20261012,1
7_274_471_5_278_8,20261102,1
7_274_471_5_278_8,20261207,1
7_274_471_5_278_8,20261208,1
7_274_471_5_278_8,20261225,1
7_274_471_5_279_8,20260101,1
7_274_471_5_279_8,20260106,1
7_274_471_5_279_8,20260228,1
7_274_471_5_279_8,20260501,1
7_274_471_5_279_8,20260815,1
7_274_471_5_279_8,20260402,1
7_274_471_5_279_8,20260403,1
7_274_471_5_279_8,20261012,1
7_274_471_5_279_8,20261102,1
7_274_471_5_279_8,20261207,1
7_274_471_5_279_8,20261208,1
7_274_471_5_279_8,20261225,1
7_274_471_5_281_8,20260101,1
7_274_471_5_281_8,20260106,1
7_274_471_5_281_8,20260228,1
7_274_471_5_281_8,20260501,1
7_274_471_5_281_8,20260815,1
7_274_471_5_281_8,20260402,1
7_274_471_5_281_8,20260403,1
7_274_471_5_281_8,20261012,1
7_274_471_5_281_8,20261102,1
7_274_471_5_281_8,20261207,1
7_274_471_5_281_8,20261208,1
7_274_471_5_281_8,20261225,1
7_274_471_5_283_8,20260101,1
7_274_471_5_283_8,20260106,1
7_274_471_5_283_8,20260228,1
7_274_471_5_283_8,20260501,1
7_274_471_5_283_8,20260815,1
7_274_471_5_283_8,20260402,1
7_274_471_5_283_8,20260403,1
7_274_471_5_283_8,20261012,1
7_274_471_5_283_8,20261102,1
7_274_471_5_283_8,20261207,1
7_274_471_5_283_8,20261208,1
7_274_471_5_283_8,20261225,1
7_274_471_5_289_8,20260101,1
7_274_471_5_289_8,20260106,1
7_274_471_5_289_8,20260228,1
7_274_471_5_289_8,20260501,1
7_274_471_5_289_8,20260815,1
7_274_471_5_289_8,20260402,1
7_274_471_5_289_8,20260403,1
7_274_471_5_289_8,20261012,1
7_274_471_5_289_8,20261102,1
7_274_471_5_289_8,20261207,1
7_274_471_5_289_8,20261208,1
7_274_471_5_289_8,20261225,1
7_274_471_5_322_8,20260101,1
7_274_471_5_322_8,20260106,1
7_274_471_5_322_8,20260228,1
7_274_471_5_322_8,20260501,1
7_274_471_5_322_8,20260815,1
7_274_471_5_322_8,20260402,1
7_274_471_5_322_8,20260403,1
7_274_471_5_322_8,20261012,1
7_274_471_5_322_8,20261102,1
7_274_471_5_322_8,20261207,1
7_274_471_5_322_8,20261208,1
7_274_471_5_322_8,20261225,1
7_277_499_17_203_8,20260101,1
7_277_499_17_203_8,20260106,1
7_277_499_17_203_8,20260228,1
7_277_499_17_203_8,20260501,1
7_277_499_17_203_8,20260815,1
7_277_499_17_203_8,20260402,1
7_277_499_17_203_8,20260403,1
7_277_499_17_203_8,20261012,1
7_277_499_17_203_8,20261102,1
7_277_499_17_203_8,20261207,1
7_277_499_17_203_8,20261208,1
7_277_499_17_203_8,20261225,1
7_282_505_3_62_8,20260101,1
7_282_505_3_62_8,20260106,1
7_282_505_3_62_8,20260228,1
7_282_505_3_62_8,20260501,1
7_282_505_3_62_8,20260815,1
7_282_505_3_62_8,20260402,1
7_282_505_3_62_8,20260403,1
7_282_505_3_62_8,20261012,1
7_282_505_3_62_8,20261102,1
7_282_505_3_62_8,20261207,1
7_282_505_3_62_8,20261208,1
7_282_505_3_62_8,20261225,1
7_282_505_3_276_8,20260101,1
7_282_505_3_276_8,20260106,1
7_282_505_3_276_8,20260228,1
7_282_505_3_276_8,20260501,1
7_282_505_3_276_8,20260815,1
7_282_505_3_276_8,20260402,1
7_282_505_3_276_8,20260403,1
7_282_505_3_276_8,20261012,1
7_282_505_3_276_8,20261102,1
7_282_505_3_276_8,20261207,1
7_282_505_3_276_8,20261208,1
7_282_505_3_276_8,20261225,1
9_100_259_6_6_4,20261206,1
9_100_259_6_15_4,20261206,1
9_100_259_6_16_4,20261206,1
9_100_259_6_22_4,20261206,1
9_100_259_6_23_4,20261206,1
9_100_259_6_24_4,20261206,1
9_100_259_6_25_4,20261206,1
9_100_259_6_29_4,20261206,1
9_100_259_6_33_4,20261206,1
9_100_259_6_34_4,20261206,1
9_100_259_6_35_4,20261206,1
9_100_259_6_45_4,20261206,1
9_100_259_6_46_4,20261206,1
9_100_259_6_50_4,20261206,1
9_100_259_6_59_4,20261206,1
9_100_259_6_64_4,20261206,1
9_100_259_6_70_4,20261206,1
9_100_259_6_75_4,20261206,1
9_100_259_6_76_4,20261206,1
